timestamp_utc,unix_time,slug,seconds_left,up_bid,up_ask,up_mid,down_bid,down_ask,down_mid,up_bid_depth,up_ask_depth,down_bid_depth,down_ask_depth,up_imbalance,down_imbalance,up_change_5s,up_change_15s,up_change_30s,pair_ask_cost,signal,score,reasons
2026-09-21 11:27:08,1789990028,btc-updown-5m-1789989900,172,0.86,0.87,0.865,0.13,0.14,0.135,1614.75,3524.0699999999997,3514.0699999999997,1615.56,-0.3715483321073709,0.3701066158767786,0.020000000000000018,0.010000000000000009,0.020000000000000018,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:27:10,1789990029,btc-updown-5m-1789989900,171,0.86,0.87,0.865,0.13,0.14,0.135,1559.75,3010.9599999999996,2970.9599999999996,1554.75,-0.3175020948605359,0.31292548572489176,0.020000000000000018,0.010000000000000009,0.020000000000000018,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:27:20,1789990031,btc-updown-5m-1789989900,169,0.86,0.87,0.865,0.09,0.1,0.095,1958.93,2665.39,2697.7799999999997,2475.04,-0.15277056951076046,0.04305968504606768,0.010000000000000009,0.020000000000000018,0.050000000000000044,0.97,WAIT,0,
2026-09-21 11:27:23,1789990041,btc-updown-5m-1789989900,159,0.92,0.93,0.925,0.07,0.08,0.07500000000000001,1539.4099999999999,3730.08,3266.76,1544.06,-0.41572713867945477,0.3580886418531561,0.06000000000000005,0.07000000000000006,0.07000000000000006,1.01,WAIT,3,"UP5+,UP15+,UP30+,UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:27:24,1789990044,btc-updown-5m-1789989900,156,0.91,0.92,0.915,0.08,0.09,0.08499999999999999,1255.0,3348.8900000000003,3548.8900000000003,1280.0,-0.45480886815280125,0.46985746206685186,0.050000000000000044,0.050000000000000044,0.06000000000000005,1.01,WAIT,2,"UP5+,UP15+,UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:27:26,1789990045,btc-updown-5m-1789989900,155,0.9,0.91,0.905,0.09,0.1,0.095,1915.4899999999998,1754.3500000000001,1744.2900000000002,1927.1599999999999,0.043909271248882685,-0.04980865870432654,0.040000000000000036,0.040000000000000036,0.050000000000000044,1.01,WAIT,2,UP5+
2026-09-21 11:27:27,1789990047,btc-updown-5m-1789989900,153,0.9,0.91,0.905,0.09,0.1,0.095,1998.2599999999998,1747.92,1811.15,2173.2599999999998,0.06682540614706173,-0.09088171147045603,-0.020000000000000018,0.040000000000000036,0.06000000000000005,1.01,WAIT,0,
2026-09-21 11:27:28,1789990048,btc-updown-5m-1789989900,152,0.91,0.92,0.915,0.08,0.09,0.08499999999999999,2094.26,2530.32,2505.32,2094.26,-0.09429180595859515,0.08936902934615769,-0.010000000000000009,0.050000000000000044,0.07000000000000006,1.01,WAIT,3,"UP15+,UP30+"
2026-09-21 11:27:30,1789990049,btc-updown-5m-1789989900,151,0.91,0.92,0.915,0.08,0.09,0.08499999999999999,1744.16,2860.61,2880.2400000000002,1754.16,-0.242455106335387,0.24298291040911446,0.0,0.050000000000000044,0.07000000000000006,1.01,WAIT,1,"UP15+,UP30+,UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:27:31,1789990051,btc-updown-5m-1789989900,149,0.91,0.92,0.915,0.08,0.09,0.08499999999999999,1993.3899999999999,2676.4700000000003,1394.4900000000002,2051.46,-0.14627419237407552,-0.19064989335306656,0.010000000000000009,0.050000000000000044,0.07000000000000006,1.01,WAIT,3,"UP15+,UP30+"
2026-09-21 11:28:30,1789990095,btc-updown-5m-1789989900,105,0.97,0.98,0.975,0.02,0.03,0.025,1899.8799999999999,4798.99,4793.99,1899.8799999999999,-0.43277597564962444,0.43235228649495727,0.05999999999999994,0.05999999999999994,0.05999999999999994,1.01,WAIT,2,"UP5+,UP15+,UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:31,1789990111,btc-updown-5m-1789989900,89,0.97,0.98,0.975,0.02,0.03,0.025,2412.2799999999997,5132.77,4712.2,2412.2799999999997,-0.36056619903115295,0.32281934962270936,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:33,1789990112,btc-updown-5m-1789989900,88,0.97,0.98,0.975,0.02,0.03,0.025,2329.88,4722.0,4732.0,2302.2799999999997,-0.3392173434601837,0.3454113285226065,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:35,1789990114,btc-updown-5m-1789989900,86,0.97,0.98,0.975,0.02,0.03,0.025,2411.26,4531.12,4707.58,2401.26,-0.3053506146307174,0.3244298647880666,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:36,1789990116,btc-updown-5m-1789989900,84,0.97,0.98,0.975,0.02,0.03,0.025,2593.92,4384.75,4359.75,2486.52,-0.2566147990949565,0.2736132229666665,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:38,1789990117,btc-updown-5m-1789989900,83,0.97,0.98,0.975,0.02,0.03,0.025,2593.92,4386.96,4451.96,2606.16,-0.25685013923746003,0.26151439760162765,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:39,1789990119,btc-updown-5m-1789989900,81,0.97,0.98,0.975,0.02,0.03,0.025,2228.91,4667.81,4673.950000000001,2307.87,-0.3536318713823383,0.33889157841365153,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:41,1789990120,btc-updown-5m-1789989900,80,0.97,0.98,0.975,0.02,0.03,0.025,2447.02,4537.990000000001,4366.63,2477.02,-0.2993510388675178,0.276111431765213,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:28:43,1789990122,btc-updown-5m-1789989900,78,0.97,0.98,0.975,0.02,0.03,0.025,2627.02,4274.9800000000005,4274.9800000000005,2647.76,-0.23876557519559555,0.23505432819952796,0.0,0.0,0.05999999999999994,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:30:29,1789990228,btc-updown-5m-1789990200,272,0.17,0.18,0.175,0.82,0.83,0.825,1923.57,3703.1599999999994,3662.3799999999997,2103.57,-0.31627428364254184,0.2703474709284679,,,,1.01,WAIT,-2,"UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:30:31,1789990230,btc-updown-5m-1789990200,270,0.17,0.18,0.175,0.82,0.83,0.825,2349.83,2133.67,2278.67,2510.83,0.048212334113973423,-0.048472700699446675,,,,1.01,WAIT,0,
2026-09-21 11:30:33,1789990232,btc-updown-5m-1789990200,268,0.17,0.18,0.175,0.82,0.83,0.825,2782.42,2428.95,2419.24,2707.42,0.0678266943241413,-0.05621203668665375,,,,1.01,WAIT,0,
2026-09-21 11:30:34,1789990234,btc-updown-5m-1789990200,266,0.17,0.18,0.175,0.82,0.83,0.825,2343.3199999999997,2406.7200000000003,2408.94,2208.3199999999997,-0.013347256023107289,0.04345001147866924,0.0,,,1.01,WAIT,0,
2026-09-21 11:30:36,1789990235,btc-updown-5m-1789990200,265,0.17,0.18,0.175,0.82,0.83,0.825,2328.3199999999997,2411.7200000000003,2456.7200000000003,2163.3199999999997,-0.017594788229635307,0.06350594367148349,0.0,,,1.01,WAIT,0,
2026-09-21 11:30:38,1789990237,btc-updown-5m-1789990200,263,0.17,0.18,0.175,0.82,0.83,0.825,2825.64,1953.54,356.09,5050.9,0.18247900267409886,-0.86828531216074,0.0,,,1.01,WAIT,1,DOWN_BOOK_WEAK
2026-09-21 11:30:39,1789990239,btc-updown-5m-1789990200,261,0.22,0.23,0.225,0.77,0.78,0.775,1249.63,2296.87,2261.66,1369.8200000000002,-0.2952883124206964,0.24558582175862173,0.05000000000000002,,,1.01,WAIT,0,"UP5+,UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:30:41,1789990240,btc-updown-5m-1789990200,260,0.21,0.22,0.215,0.73,0.75,0.74,1911.3100000000002,500.14,49.0,344.74,0.5851956291857595,-0.7511047899629197,0.04000000000000001,,,0.97,UP WATCH,4,"UP5+,UP_BOOK,DOWN_BOOK_WEAK"
2026-09-21 11:30:42,1789990242,btc-updown-5m-1789990200,258,0.45,0.46,0.455,0.55,0.56,0.555,119.54,1433.6,2245.57,928.91,-0.8460666778268541,0.4147639928429224,0.28,,,1.02,WAIT,0,"UP5+,UP_BOOK_WEAK,DOWN_BOOK"
2026-09-21 11:30:44,1789990243,btc-updown-5m-1789990200,257,0.48,0.49,0.485,0.51,0.52,0.515,1883.1200000000001,400.1,601.71,2313.14,0.6495300496666987,-0.5871417054050808,0.31,0.31,,1.01,UP WATCH,6,"UP5+,UP15+,UP_BOOK,DOWN_BOOK_WEAK"
